id,category_1,category_2,category_3,color_type,life_style,fabric,weight_of_fabric,neck_style,form_type,sleeve_type,washing_style,fabric_type
4234,Thick Tops,WOMENSWEAR,Overtees,Red,Daily,versatile,Medium,Bendy,Normal,Long,Light,Cotton
4235,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,versatile,Medium,Bendy,Man Friend,Long,washless,Polyester
4236,Thick Tops,WOMENSWEAR,Overtees,Pink,Daily,versatile,Light,Bendy,Normal,Long,Light,Polyester
4237,Thick Tops,WOMENSWEAR,Overtees,Pink,Daily,versatile,Light,High,Normal,Long,Mid,Cotton
4238,Thick Tops,WOMENSWEAR,Overcoats,,,,,,,,,
4239,Thick Tops,WOMENSWEAR,Overcoats,,,,,,,,,
4240,Thick Tops,WOMENSWEAR,Overtees,Black,Urban Style,versatile,Medium,High,Very Large,Long,washless,Cotton
4241,Thick Tops,WOMENSWEAR,Overtees,,,,,,,,,
4242,Thick Tops,WOMENSWEAR,Overtees,,,,,,,,,
4243,Thick Tops,WOMENSWEAR,Overtees,Orange,Daily youth,versatile,Light,,Very Large,Long,washless,Polyester
4244,Thick Tops,WOMENSWEAR,Overtees,Pink,Business Based,versatile,Light,,Very Large,Long,washless,Decorative
4245,Thick Tops,WOMENSWEAR,Overtees,Black,Township,versatile,Medium,,Very Large,Long,washless,Cotton
4246,Thick Tops,WOMENSWEAR,Overtees,Grey,Daily,Square,,,Very Large,Long,washless,Cotton
4247,Thick Tops,WOMENSWEAR,Overtees,Grey,Modern Youngs,versatile,Light,Bendy,Wide,Long,washless,Polyester
4248,Thick Tops,WOMENSWEAR,Overtees,Black,Modern Youngs,versatile,Light,Bendy,Wide,Long,washless,Polyester
4249,Thick Tops,WOMENSWEAR,Overcoats,Grey,Township,versatile,,Bendy,Man Friend,Long,washless,Polyester
4250,Thick Tops,WOMENSWEAR,Overtees,Blue,Daily,versatile,,,Very Large,Long,washless,Cotton
4251,Thick Tops,WOMENSWEAR,Overtees,,,,,,,,,
4252,Thick Tops,WOMENSWEAR,Overtees,Black,Visual,Pressed,Medium,Bendy,Very Large,Long,washless,Cotton
4253,Thick Tops,WOMENSWEAR,Overtees,Blue,Daily,versatile,Light,High,Normal,Long,Mid,Cotton
4254,Thick Tops,WOMENSWEAR,Overtees,Blue,Daily,Pressed,Light,Bendy,Normal,Long,washless,Polyester
4255,Thick Tops,WOMENSWEAR,Overtees,Black,Daily,Pressed,Light,Bendy,Normal,Long,washless,Cotton
4256,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,versatile,Light,,Narrow,Long,Light,Cotton
4257,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,versatile,Light,,Man Friend,Long,Mid,Cotton
4258,Thick Tops,WOMENSWEAR,Overtees,Black,Daily,versatile,Light,,Man Friend,Long,Mid,Cotton
4259,Thick Tops,WOMENSWEAR,Overtees,Black,Daily,versatile,Light,,Very Large,Long,Light,Cotton
4260,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,versatile,Heavy,Bendy,Very Large,Long,washless,Cotton
4261,Thick Tops,WOMENSWEAR,Overtees,Green,Daily,Pressed,Light,,Man Friend,Long,Light,Cotton
4262,Thick Tops,WOMENSWEAR,Overcoats,Green,Daily,Pressed,Heavy,Bendy,Very Large,Long,washless,Cotton
4263,Thick Tops,WOMENSWEAR,Overtees,Grey,Daily,versatile,Medium,High,Man Friend,Long,washless,Polyester
4264,T-shirts,WOMENSWEAR,Colorful Tees,White,Press,versatile,,Bycyle,Normal,Short,washless,Cotton
4265,T-shirts,WOMENSWEAR,Colorful Tees,White,Press,versatile,,Bycyle,Normal,Short,washless,Cotton
4266,T-shirts,WOMENSWEAR,Colorful Tees,White,Press,versatile,,Bycyle,Normal,Short,washless,Cotton
4267,T-shirts,WOMENSWEAR,Long Sleeves,White,Designment,versatile,,Bycyle,Very Large,Long,washless,Cotton
4268,T-shirts,WOMENSWEAR,Long Sleeves,Red,Casual Modern,versatile,,Bycyle,Very Large,Long,washless,Cotton
4269,T-shirts,WOMENSWEAR,Trendy Shirts,White,,versatile,,Bycyle,Very Large,Short,washless,Cotton
4270,T-shirts,WOMENSWEAR,Long Sleeves,Black,City Names,Pressed,Heavy,Bendy,Very Large,Long,washless,Cotton
4271,T-shirts,WOMENSWEAR,Trendy Shirts,Pink,City Names,versatile,Light,High,Fit,Long,washless,Polyester
4272,T-shirts,WOMENSWEAR,Colorful Tees,White,City Names,Figure,Medium,Bycyle,Normal,Short,washless,Cotton
4273,T-shirts,WOMENSWEAR,Trendy Shirts,White,Teenagers,versatile,,,Fit,Short,washless,Cotton
4274,T-shirts,WOMENSWEAR,Trendy Shirts,White,Youth Cuteness,versatile,,Bycyle,,Short,washless,Cotton
4275,T-shirts,WOMENSWEAR,Trendy Shirts,Pink,Daily youth,versatile,,Bycyle,Very Large,Short,washless,Cotton
4276,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Daily cuteness,versatile,,High,Narrow,Short,washless,Decorative
4277,T-shirts,WOMENSWEAR,Trendy Shirts,Purple,Modern Youngs,versatile,,V Style,Narrow,No Sleeve,washless,Cotton
4278,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Modern Youngs,versatile,Light,V Style,Narrow,No Sleeve,washless,Copper
4279,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Youth Cuteness,versatile,,Bycyle,Very Large,Short,washless,Cotton
4280,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Press,versatile,Medium,Bycyle,Very Large,Short,washless,Cotton
4281,T-shirts,WOMENSWEAR,Long Sleeves,Black,Designment,versatile,,Bendy,,Long,washless,Cotton
4282,T-shirts,WOMENSWEAR,Long Sleeves,Orange,Designment,versatile,,Bycyle,,Long,washless,Cotton
4283,T-shirts,WOMENSWEAR,Long Sleeves,Blue,Designment,versatile,,Bycyle,Very Large,Long,washless,Cotton
4284,T-shirts,WOMENSWEAR,Colorful Tees,White,Press,versatile,,Bycyle,Narrow,Short,washless,Cotton
4285,T-shirts,WOMENSWEAR,Trendy Shirts,White,Youth Cuteness,versatile,,Bycyle,Normal,Short,washless,Cotton
4286,T-shirts,WOMENSWEAR,Simple,White,Basics,versatile,,V Style,Fit,No Sleeve,washless,Cotton
4287,T-shirts,WOMENSWEAR,Simple,Blue,Basics,versatile,,V Style,Fit,No Sleeve,washless,Cotton
4288,T-shirts,WOMENSWEAR,Simple,White,Basics,versatile,,Classic,Narrow,Short,washless,Cotton
4289,T-shirts,WOMENSWEAR,Simple,Brown,Basics,versatile,,Bycyle,Wide,Short,washless,Cotton
4290,T-shirts,WOMENSWEAR,Simple,Blue,Basics,versatile,,Bycyle,Wide,Short,washless,Cotton
4291,T-shirts,WOMENSWEAR,Colorful Tees,White,Press,versatile,,Bycyle,Narrow,Short,washless,Cotton
4292,T-shirts,WOMENSWEAR,Colorful Tees,White,Press,versatile,,Bycyle,Narrow,Short,washless,Cotton
4293,T-shirts,WOMENSWEAR,Colorful Tees,Green,Press,versatile,,Bycyle,Narrow,Short,washless,Cotton
4294,T-shirts,WOMENSWEAR,Colorful Tees,Pink,Press,Figure,,Bycyle,Narrow,Short,washless,Cotton
4295,T-shirts,WOMENSWEAR,Trendy Shirts,Pink,Casual Modern,versatile,,Bycyle,Very Large,Short,washless,Cotton
4296,T-shirts,WOMENSWEAR,Trendy Shirts,Pink,Teenagers,versatile,,Bare,Fit,No Sleeve,washless,Cotton
4297,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Youth Cuteness,versatile,,V Style,Narrow,No Sleeve,washless,Cotton
4298,T-shirts,WOMENSWEAR,Trendy Shirts,Red,Daily cuteness,versatile,,Bare,Wide,Short,washless,Cotton
4299,T-shirts,WOMENSWEAR,Trendy Shirts,Brown,Modern Youngs,versatile,,Classic,Very Large,Short,washless,Cotton
4300,T-shirts,WOMENSWEAR,Simple,Red,Basics,versatile,,Bycyle,Wide,Short,,Cotton
4301,T-shirts,WOMENSWEAR,Simple,Blue,Basics,versatile,Medium,Bycyle,Normal,Short,washless,Decorative
4302,T-shirts,WOMENSWEAR,Simple,,Basics,versatile,,,,Short,washless,Cotton
4303,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Daily youth,versatile,,Bycyle,Wide,Short,washless,Cotton
4304,T-shirts,WOMENSWEAR,Colorful Tees,Blue,City Names,versatile,,Bycyle,Man Friend,Short,washless,Cotton
4305,T-shirts,WOMENSWEAR,Trendy Shirts,White,Casual Modern,versatile,,Bycyle,Wide,Short,washless,Cotton
4306,T-shirts,WOMENSWEAR,Colorful Tees,Grey,Press,versatile,,Bycyle,Wide,Short,washless,Cotton
4307,T-shirts,WOMENSWEAR,Colorful Tees,Red,Press,versatile,,Bycyle,Wide,Short,washless,Cotton
4308,T-shirts,WOMENSWEAR,Trendy Shirts,Purple,Modern Youngs,versatile,Light,Bare,Wide,Short,washless,Copper
4309,T-shirts,WOMENSWEAR,Trendy Shirts,Green,Casual Modern,versatile,Light,Bare,,Short,washless,Copper
4310,T-shirts,WOMENSWEAR,Long Sleeves,Pink,City Names,versatile,Heavy,Bycyle,Very Large,Long,washless,Cotton
4311,T-shirts,WOMENSWEAR,Trendy Shirts,Black,City Names,versatile,,High,,Long,washless,Cotton
4312,T-shirts,WOMENSWEAR,Trendy Shirts,Yellow,Modern Youngs,versatile,,V Style,Very Large,Short,washless,Cotton
4313,T-shirts,WOMENSWEAR,Simple,Black,Basics,versatile,,Bycyle,Very Large,Short,Mid,Cotton
4314,T-shirts,WOMENSWEAR,Long Sleeves,Grey,Youth Cuteness,versatile,,Bycyle,Very Large,Long,washless,Cotton
4315,T-shirts,WOMENSWEAR,Long Sleeves,White,Youth Cuteness,versatile,,Bycyle,Very Large,Long,washless,Polyester
4316,T-shirts,WOMENSWEAR,Trendy Shirts,Grey,,versatile,,V Style,,Short,washless,Copper
4317,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Modern Youngs,versatile,Light,V Style,Wide,Short,washless,Copper
4318,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Casual Modern,versatile,,Bare,,Short,washless,Copper
4319,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Modern Youngs,versatile,Light,Bare,Wide,Short,washless,Copper
4320,T-shirts,WOMENSWEAR,Trendy Shirts,Brown,Modern Youngs,versatile,Light,Bare,Wide,Short,washless,Copper
4321,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Casual Modern,versatile,Light,Bare,Normal,Short,washless,Copper
4322,T-shirts,WOMENSWEAR,Long Sleeves,Blue,City Names,versatile,Heavy,Bycyle,Very Large,Long,washless,Cotton
4323,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Modern Youngs,versatile,,V Style,Normal,No Sleeve,washless,Cotton
4324,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Modern Youngs,versatile,,V Style,Normal,No Sleeve,washless,Cotton
4325,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Modern Youngs,versatile,,V Style,Very Large,Short,washless,Cotton
4326,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,,versatile,,Bycyle,,Short,washless,Cotton
4327,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Youth Cuteness,versatile,,Bycyle,Wide,Short,washless,Cotton
4328,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Modern Youngs,versatile,,Bare,Fit,No Sleeve,washless,Cotton
4329,T-shirts,WOMENSWEAR,Trendy Shirts,White,,versatile,,Bycyle,,Short,washless,Cotton
4330,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Daily cuteness,versatile,,V Style,Very Large,Long,washless,Cotton
4331,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily cuteness,versatile,,V Style,Very Large,Short,washless,Cotton
4332,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily youth,versatile,,Bycyle,Very Large,Short,washless,Cotton
4333,T-shirts,WOMENSWEAR,Trendy Shirts,Green,Daily youth,versatile,,Bycyle,Very Large,Short,washless,Cotton
4334,T-shirts,WOMENSWEAR,Trendy Shirts,Green,Daily youth,versatile,,Bycyle,Very Large,Short,washless,Cotton
4335,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Daily youth,versatile,,,Fit,No Sleeve,washless,Cotton
4336,T-shirts,WOMENSWEAR,Trendy Shirts,Green,Daily youth,versatile,,,Fit,No Sleeve,washless,Cotton
4337,T-shirts,WOMENSWEAR,Trendy Shirts,Green,Modern Youngs,versatile,,Bycyle,Wide,No Sleeve,washless,Decorative
4338,T-shirts,WOMENSWEAR,Trendy Shirts,White,Modern Youngs,versatile,,Bycyle,Wide,No Sleeve,washless,Decorative
4339,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Modern Youngs,versatile,,Bycyle,Very Large,Long,washless,Cotton
4340,T-shirts,WOMENSWEAR,Colorful Tees,Grey,Press,versatile,,Bycyle,Narrow,Short,washless,Cotton
4341,T-shirts,WOMENSWEAR,Trendy Shirts,Green,Daily youth,versatile,,Bycyle,Fit,No Sleeve,washless,Cotton
4342,T-shirts,WOMENSWEAR,Long Sleeves,Grey,Daily youth,versatile,,Bycyle,Normal,Long,washless,Cotton
4343,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Casual Modern,,,V Style,Narrow,No Sleeve,washless,Copper
4344,T-shirts,WOMENSWEAR,Trendy Shirts,Pink,Casual Modern,,,V Style,Narrow,No Sleeve,washless,Copper
4345,T-shirts,WOMENSWEAR,Trendy Shirts,White,Casual Modern,versatile,,V Style,Narrow,No Sleeve,washless,Copper
4346,T-shirts,WOMENSWEAR,Colorful Tees,Black,Press,versatile,,Bycyle,Narrow,Short,washless,Cotton
4347,T-shirts,WOMENSWEAR,Colorful Tees,White,Press,versatile,,Bycyle,Narrow,Short,washless,Cotton
4348,T-shirts,WOMENSWEAR,Colorful Tees,White,Press,versatile,,Bycyle,Narrow,Short,washless,Cotton
4349,T-shirts,WOMENSWEAR,Trendy Shirts,,Modern Youngs,versatile,,Bycyle,Fit,No Sleeve,washless,Cotton
4350,T-shirts,WOMENSWEAR,Trendy Shirts,,Modern Youngs,versatile,,Bycyle,Fit,No Sleeve,washless,Cotton
4351,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily cuteness,versatile,,Bycyle,Very Large,Short,washless,Cotton
4352,T-shirts,WOMENSWEAR,Trendy Shirts,White,Modern Youngs,versatile,,Bycyle,Fit,No Sleeve,washless,Polyester
4353,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily cuteness,versatile,,Bycyle,Wide,Short,washless,Cotton
4354,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily cuteness,versatile,,Bycyle,Wide,Short,washless,Decorative
4355,T-shirts,WOMENSWEAR,Trendy Shirts,White,Modern Youngs,versatile,,Classic,Fit,No Sleeve,washless,Cotton
4356,T-shirts,WOMENSWEAR,Colorful Tees,Blue,Press,versatile,,Bycyle,Narrow,Short,washless,Cotton
4357,T-shirts,WOMENSWEAR,Colorful Tees,Green,Press,versatile,,Bycyle,Narrow,Short,washless,Cotton
4358,T-shirts,WOMENSWEAR,Trendy Shirts,White,Urban For Youth,versatile,Medium,Bycyle,Wide,Short,washless,Cotton
4359,T-shirts,WOMENSWEAR,Trendy Shirts,Grey,Urban For Youth,versatile,Medium,Bycyle,Wide,Short,washless,Cotton
4360,T-shirts,WOMENSWEAR,Trendy Shirts,Green,Press,versatile,,Bycyle,Very Large,Short,washless,Cotton
4361,T-shirts,WOMENSWEAR,Long Sleeves,Grey,Designment,versatile,,Bendy,,Long,washless,Cotton
4362,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Teenagers,versatile,,V Style,Fit,No Sleeve,washless,Cotton
4363,T-shirts,WOMENSWEAR,Trendy Shirts,White,Casual Modern,versatile,,Bycyle,Man Friend,Short,washless,Cotton
4364,T-shirts,WOMENSWEAR,Trendy Shirts,White,Casual Modern,versatile,,Bycyle,Man Friend,Short,washless,Cotton
4365,T-shirts,WOMENSWEAR,Trendy Shirts,White,Youth Cuteness,versatile,,Bycyle,,Short,washless,Cotton
4366,T-shirts,WOMENSWEAR,Trendy Shirts,,Daily cuteness,versatile,,Bycyle,Fit,Short,washless,Cotton
4367,T-shirts,WOMENSWEAR,Trendy Shirts,White,Casual Modern,versatile,,Bycyle,Very Large,Short,washless,Cotton
4368,T-shirts,WOMENSWEAR,Trendy Shirts,Red,Youth Cuteness,versatile,,,Fit,No Sleeve,washless,Cotton
4369,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Teenagers,Tabby,,Bycyle,Fit,Short,washless,Cotton
4370,T-shirts,WOMENSWEAR,Trendy Shirts,White,Modern Youngs,versatile,,Classic,Very Large,Short,washless,Cotton
4371,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Daily cuteness,versatile,,V Style,Wide,Short,washless,Cotton
4372,T-shirts,WOMENSWEAR,Trendy Shirts,Grey,Youth Cuteness,versatile,,Bycyle,Wide,Short,washless,Cotton
4373,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily youth,versatile,,Bycyle,Normal,No Sleeve,washless,Cotton
4374,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily youth,versatile,,Bycyle,Very Large,Short,washless,Cotton
4375,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Daily youth,versatile,,Bycyle,Fit,No Sleeve,washless,Cotton
4376,T-shirts,WOMENSWEAR,Trendy Shirts,White,Youth Cuteness,versatile,,Bycyle,Fit,Short,washless,Cotton
4377,T-shirts,WOMENSWEAR,Long Sleeves,Green,Designment,versatile,,Bycyle,Very Large,Long,washless,Cotton
4378,T-shirts,WOMENSWEAR,Colorful Tees,White,Press,versatile,,Bycyle,Narrow,Short,washless,Cotton
4379,T-shirts,WOMENSWEAR,Simple,White,Basics,versatile,,Bycyle,Very Large,Short,washless,Cotton
4380,T-shirts,WOMENSWEAR,Simple,Purple,Basics,versatile,,V Style,Fit,No Sleeve,washless,Cotton
4381,T-shirts,WOMENSWEAR,Simple,Blue,Basics,versatile,,Classic,Narrow,Short,washless,Cotton
4382,T-shirts,WOMENSWEAR,Simple,Blue,Basics,versatile,,Classic,Narrow,Short,washless,Cotton
4383,T-shirts,WOMENSWEAR,Simple,Black,Basics,versatile,,Bycyle,Wide,Short,washless,Cotton
4384,T-shirts,WOMENSWEAR,Simple,White,Basics,versatile,,Bycyle,Wide,Short,washless,Cotton
4385,T-shirts,WOMENSWEAR,Simple,White,Basics,versatile,,Bycyle,Wide,Short,,Cotton
4386,T-shirts,WOMENSWEAR,Simple,Black,Basics,versatile,Medium,Bycyle,Normal,Short,washless,Decorative
4387,T-shirts,WOMENSWEAR,Simple,White,Basics,versatile,Medium,Bycyle,Fit,No Sleeve,washless,Cotton
4388,T-shirts,WOMENSWEAR,Simple,Grey,Basics,versatile,Medium,Bycyle,Fit,No Sleeve,washless,Cotton
4389,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily cuteness,Pressed,Medium,V Style,Fit,Short,washless,Decorative
4390,T-shirts,WOMENSWEAR,Long Sleeves,White,,versatile,,Bycyle,,Long,washless,Cotton
4391,T-shirts,WOMENSWEAR,Long Sleeves,Grey,Daily youth,versatile,,Bycyle,Normal,Long,washless,Cotton
4392,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Modern Youngs,versatile,,Bycyle,Fit,No Sleeve,washless,Cotton
4393,T-shirts,WOMENSWEAR,Trendy Shirts,Brown,Modern Youngs,versatile,,V Style,Narrow,No Sleeve,washless,Cotton
4394,T-shirts,WOMENSWEAR,Trendy Shirts,Pink,Modern Youngs,versatile,,V Style,Narrow,No Sleeve,washless,Cotton
4395,T-shirts,WOMENSWEAR,Trendy Shirts,Green,Casual Modern,,,V Style,Narrow,No Sleeve,washless,Copper
4396,T-shirts,WOMENSWEAR,Trendy Shirts,Green,Modern Youngs,versatile,,V Style,Narrow,No Sleeve,washless,Copper
4397,T-shirts,WOMENSWEAR,Trendy Shirts,White,Casual Modern,versatile,,Bycyle,Fit,Short,washless,Cotton
4398,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Casual Modern,versatile,,Bycyle,Fit,Short,washless,Cotton
4399,T-shirts,WOMENSWEAR,Trendy Shirts,White,Casual Modern,versatile,,,Fit,No Sleeve,washless,Cotton
4400,T-shirts,WOMENSWEAR,Simple,Grey,Basics,versatile,Medium,Bycyle,Fit,No Sleeve,washless,Cotton
4401,T-shirts,WOMENSWEAR,Simple,Blue,Basics,versatile,,,,Short,washless,Cotton
4402,T-shirts,WOMENSWEAR,Colorful Tees,Green,City Names,versatile,,Bycyle,Narrow,Short,washless,Cotton
4403,T-shirts,WOMENSWEAR,Colorful Tees,Brown,Press,versatile,,Bycyle,Wide,Short,washless,Cotton
4404,T-shirts,WOMENSWEAR,Colorful Tees,White,Press,versatile,,Bycyle,Wide,Short,washless,Cotton
4405,T-shirts,WOMENSWEAR,Colorful Tees,Blue,Press,versatile,,Bycyle,Wide,Short,washless,Cotton
4406,T-shirts,WOMENSWEAR,Colorful Tees,White,Press,versatile,,Bycyle,Wide,Short,washless,Cotton
4407,T-shirts,WOMENSWEAR,Colorful Tees,White,Press,versatile,,Bycyle,Narrow,Short,washless,Cotton
4408,T-shirts,WOMENSWEAR,Trendy Shirts,Grey,Urban For Youth,versatile,Medium,Bycyle,Wide,Short,washless,Cotton
4409,T-shirts,WOMENSWEAR,Trendy Shirts,Purple,Urban For Youth,versatile,Medium,Bycyle,Wide,Short,washless,Cotton
4410,T-shirts,WOMENSWEAR,Trendy Shirts,White,Press,versatile,,Bycyle,Very Large,Short,washless,Cotton
4411,T-shirts,WOMENSWEAR,Trendy Shirts,Grey,Press,versatile,,Bycyle,Very Large,Short,washless,Cotton
4412,T-shirts,WOMENSWEAR,Colorful Tees,Black,Press,versatile,,Bycyle,Wide,Short,washless,Cotton
4413,T-shirts,WOMENSWEAR,Trendy Shirts,White,Business Based,versatile,Medium,Bycyle,Wide,Short,washless,Cotton
4414,T-shirts,WOMENSWEAR,Trendy Shirts,White,Youth Cuteness,versatile,,Bycyle,Wide,Short,washless,Cotton
4415,T-shirts,WOMENSWEAR,Trendy Shirts,White,Youth Cuteness,versatile,,Bycyle,Wide,Short,washless,Cotton
4416,T-shirts,WOMENSWEAR,Trendy Shirts,White,Business Based,versatile,Medium,Bycyle,"Off-duty, relax",Short,washless,Cotton
4417,T-shirts,WOMENSWEAR,Trendy Shirts,White,,versatile,,Bycyle,,Short,washless,Cotton
4418,T-shirts,WOMENSWEAR,Trendy Shirts,White,,versatile,,Bycyle,,Short,washless,Cotton
4419,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Modern Youngs,versatile,,,Fit,No Sleeve,washless,Polyester
4420,T-shirts,WOMENSWEAR,Simple,White,Basics,versatile,,Bare,Fit,No Sleeve,washless,Cotton
4421,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Daily cuteness,versatile,,Bycyle,Very Large,Short,washless,Cotton
4422,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Daily youth,versatile,,Bycyle,Very Large,Short,washless,Cotton
4423,T-shirts,WOMENSWEAR,Trendy Shirts,Green,Daily youth,versatile,,Bycyle,Very Large,Short,washless,Cotton
4424,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Daily youth,versatile,,Bycyle,Very Large,Short,washless,Cotton
4425,T-shirts,WOMENSWEAR,Trendy Shirts,Green,Daily youth,versatile,,Bycyle,Very Large,Short,washless,Cotton
4426,T-shirts,WOMENSWEAR,Trendy Shirts,Grey,Daily youth,versatile,,Bycyle,Very Large,Short,washless,Cotton
4427,T-shirts,WOMENSWEAR,Trendy Shirts,Grey,Youth Cuteness,versatile,,Bycyle,Fit,Short,washless,Cotton
4428,T-shirts,WOMENSWEAR,Colorful Tees,Black,Press,versatile,,Bycyle,Narrow,Short,washless,Cotton
4429,T-shirts,WOMENSWEAR,Colorful Tees,White,Press,versatile,,Bycyle,Narrow,Short,washless,Cotton
4430,T-shirts,WOMENSWEAR,Colorful Tees,Blue,Press,versatile,,Bycyle,Narrow,Short,washless,Cotton
4431,T-shirts,WOMENSWEAR,Colorful Tees,Grey,Press,versatile,,Bycyle,Narrow,Short,washless,Cotton
4432,T-shirts,WOMENSWEAR,Simple,Blue,Basics,versatile,,V Style,Fit,No Sleeve,washless,Cotton
4433,T-shirts,WOMENSWEAR,Simple,Green,Basics,versatile,Medium,Bycyle,Normal,Short,washless,Decorative
4434,T-shirts,WOMENSWEAR,Simple,White,Basics,versatile,,Bycyle,Very Large,Short,washless,Cotton
4435,T-shirts,WOMENSWEAR,Colorful Tees,White,City Names,versatile,,Bycyle,Narrow,Short,washless,Cotton
4436,Blue Jeans,MENSWEAR,Jean Trousers,Gray,Dark Quality,versatile,Heavy,Medium,Relax,,Mid,Tick
4437,Blue Jeans,MENSWEAR,Jean Trousers,Blue,Urban Style,versatile,Heavy,Medium,Conical,,Mid,Tick
4438,Blue Jeans,MENSWEAR,Jean Trousers,Gray,Business Based,versatile,Heavy,Medium,Wide,,Light,Tick
4439,Blue Jeans,MENSWEAR,Jean Trousers,Navy,Sportive,versatile,Medium,Medium,Conical,,Mid,Tick
4440,Blue Jeans,MENSWEAR,Jean Trousers,Gray,Soft Quality,versatile,Medium,Medium,Relax,,Light,Tick
4441,Blue Jeans,MENSWEAR,Jean Trousers,Blue,Soft Quality,versatile,Medium,Medium,Relax,,Mid,Tick
4442,Blue Jeans,MENSWEAR,Jean Trousers,Blue,Outside style,versatile,,Medium,Conical,,Mid,Tick
4443,Blue Jeans,MENSWEAR,Jean Trousers,Blue,Dark X,versatile,Heavy,Medium,Conical,,Heavy,Tick
4444,Blue Jeans,MENSWEAR,Jean Trousers,Blue,Soft Quality,versatile,Medium,Medium,Relax,,Light,Tick
4445,Blue Jeans,MENSWEAR,Jean Trousers,Blue,Soft Quality,versatile,Medium,Medium,Relax,,Mid,Tick
4446,Blue Jeans,MENSWEAR,Jean Trousers,Blue,Outside style,versatile,,Medium,Wide,,Heavy,Tick
4447,Blue Jeans,MENSWEAR,Jean Trousers,Blue,Urban Style,versatile,Medium,Medium,Very thin,,Mid,Tick
4448,Blue Jeans,MENSWEAR,Jean Trousers,Blue,Dark Quality,versatile,Heavy,Medium,Very thin,,Mid,Tick
4449,Blue Jeans,MENSWEAR,Jean Trousers,Gray,Sportive,versatile,,Medium,Conical,,Light,Tick
4450,Blue Jeans,MENSWEAR,Jean Trousers,Navy,Soft Quality,versatile,Medium,Medium,Relax,,Light,Tick
4451,Blue Jeans,MENSWEAR,Jean Trousers,Blue,Dark Quality,versatile,Medium,Medium,Relax,,Light,Tick
4452,Blue Jeans,MENSWEAR,Jean Trousers,Blue,Dark Quality,versatile,Medium,Medium,Relax,,Light,Tick
4453,Blue Jeans,MENSWEAR,Jean Trousers,Blue,Dark Quality,versatile,Medium,Medium,Relax,,Light,Tick
4454,Blue Jeans,MENSWEAR,Jean Trousers,Blue,Dark Quality,versatile,Medium,Medium,Relax,,Light,Tick
4455,Blue Jeans,MENSWEAR,Jean Trousers,Blue,Old times,versatile,,Medium,Relax,,Mid,Tick
4456,Blue Jeans,MENSWEAR,Jean Trousers,Gray,Outside style,versatile,Heavy,Medium,Conical,,Light,Tick
4457,Blue Jeans,MENSWEAR,Jean Trousers,Gray,Urban Style,versatile,Heavy,Medium,Conical,,Mid,Tick
4458,Blue Jeans,MENSWEAR,Jean Trousers,Blue,Soft Quality,versatile,Medium,Medium,Relax,,Light,Tick
4459,Blue Jeans,MENSWEAR,Jean Trousers,Navy,Dark Quality,versatile,Medium,Medium,Relax,,Mid,Tick
4460,Blue Jeans,MENSWEAR,Jean Trousers,Gray,Old times,versatile,Medium,Medium,Relax,,Light,Tick
